image_path,diag,split,label
data/Daffodil/images/saturation-100vitiligo-18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,val,0
data/Daffodil/images/hue-200vitiligo-57__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-100vitiligo-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-150vitiligo-03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIwXQ.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-66__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDExNF0.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_1000vitiligo-05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_0100vitiligo-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-200vitiligo-37__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-25vitiligo-34__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100350_100300vitiligo-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-43__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE5XQ.jpg,vitiligo,test,0
data/Daffodil/images/padd-100100_100100vitiligo-65__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,vitiligo,train,0
data/Daffodil/images/saturation-200vitiligo-47__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-100vitiligo-64__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,vitiligo,test,0
data/Daffodil/images/Crop-0350_100400vitiligo-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip-0vitiligo4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip-0vitiligo-56__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Resize-450_400vitiligo-16__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-1000_00vitiligo-49__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_100400vitiligo-52__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-0350_100400vitiligo-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-200vitiligo-24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/vitiligo-24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-200vitiligo-30__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100350_100300vitiligo-46__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-100vitiligo-51__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_1000vitiligo-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-0350_100400vitiligo-44__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDExMF0.jpg,vitiligo,train,0
data/Daffodil/images/saturation-150vitiligo-16__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-100vitiligo-40__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-50sunburn-vitiligo__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-100100_100100vitiligo-13__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_1000vitiligo-43__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE5XQ.jpg,vitiligo,train,0
data/Daffodil/images/Resize-450_400vitiligo-40__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-100vitiligo-66__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDExNF0.jpg,vitiligo,train,0
data/Daffodil/images/padd-1000_00vitiligo-32__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip-0vitiligo-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-200vitiligo-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_1000vitiligo-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-50vitiligo-41__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-75vitiligo-28__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_0300vitiligo-30__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_100400vitiligo-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_0100vitiligo-62__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-200vitiligo-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-100vitiligo-08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-200vitiligo-56__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-1000_00vitiligo-57__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip-1vitiligo-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/vitiligo-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-52__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-42__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip-1vitiligo-05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,vitiligo,test,0
data/Daffodil/images/Resize-450_400vitiligo-20__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-100vitiligo2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-50vitiligo-10__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/padd-00_0100vitiligo-51__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100350_100300vitiligo4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-75vitiligo-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIwXQ.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-50vitiligo-06__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-0350_0300vitiligo-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100350_100300vitiligo-60__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,train,0
data/Daffodil/images/saturation-150vitiligo-38__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-100vitiligo-09__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Resize-450_400vitiligo-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip--1vitiligo-20__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_0100vitiligo-53__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-200vitiligo-24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/superpixels-100vitiligo4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-100100_100100vitiligo2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-0350_100400vitiligo-12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-41__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50sunburn-vitiligo__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-50vitiligo-12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip--1vitiligo-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-50vitiligo-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-100vitiligo3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/hue-150vitiligo-45__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,val,0
data/Daffodil/images/superpixels-100vitiligo-52__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-150poliosis__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,train,0
data/Daffodil/images/padd-100100_100100vitiligo-49__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_100400vitiligo-51__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-1000_00vitiligo-62__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,test,0
data/Daffodil/images/superpixels-100vitiligo-05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,vitiligo,train,0
data/Daffodil/images/flip-0vitiligo-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-200vitiligo-31__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/flip--1vitiligo-64__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,vitiligo,train,0
data/Daffodil/images/saturation-150vitiligo-47__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-0350_100400vitiligo-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-200vitiligo-11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/padd-1000_00vitiligo-51__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-100100_100100vitiligo-63__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,vitiligo,train,0
data/Daffodil/images/hue-100vitiligo-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,vitiligo,train,0
data/Daffodil/images/flip-1vitiligo-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-150vitiligo4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-25vitiligo-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-200vitiligo-15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-150vitiligo-12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-50vitiligo-56__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_1000vitiligo-60__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_100400vitiligo-08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,val,0
data/Daffodil/images/flip-0vitiligo-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/superpixels-200vitiligo-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-0100_00vitiligo-49__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-100vitiligo-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/saturation-50vitiligo-32__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/padd-00_1000vitiligo-22__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/Crop-100450_100400vitiligo-03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIwXQ.jpg,vitiligo,train,0
data/Daffodil/images/padd-100100_100100vitiligo-62__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,test,0
data/Daffodil/images/Crop-100350_100300vitiligo-11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/flip--1vitiligo-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-150vitiligo-60__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,vitiligo,test,0
data/Daffodil/images/hue-50vitiligo-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/Crop-100450_100400vitiligo-31__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-100vitiligo-47__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/Crop-100350_100300vitiligo-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
data/Daffodil/images/hue-50vitiligo-08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/saturation-50vitiligo-28__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/padd-00_0100vitiligo-56__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-150vitiligo-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,train,0
data/Daffodil/images/hue-50vitiligo-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,vitiligo,test,0
